Price,Brand,Model,Variant,Series,Year,Kilometers,Type,Gearbox,Fuel,Status,CC,Color,Seating Capacity
34990,Toyota,RAV4,GXL (2WD),ZSA42R MY17,2017,78590,Wagon,Automatic,Unleaded Petrol,Used,1987,Grey,5
39990,Ford,Ranger,XLT 3.2 HI-Rider (4X2),PX Mkii MY17,2017,97194,Crew Cab Pickup,Automatic,Diesel,Used,3198,Silver,5
33990,Hyundai,Tucson,Active (2WD),TL4 MY20,2020,28512,Wagon,Manual,Unleaded Petrol,Used,1999,White,5
38490,Ford,Ranger,Wildtrak 3.2 (4X4),PX,2014,138183,Crew Cab Utility,Automatic,Diesel,Used,3198,Orange,5
32490,Toyota,Camry,Ascent,ASV70R MY19,2018,30061,Sedan,Automatic,Unleaded Petrol,Used,2494,White,5
60990,Toyota,Hiace,LWB Crew,GDH300R,2019,7424,Van,Automatic,Diesel,Used,2755,White,5
39990,Land Rover,Range Rover Evoque,TD4 180 HSE,LV MY17,2017,165571,Wagon,Automatic,Diesel,Used,1999,White,5
60990,Toyota,Hiace,LWB Crew,GDH300R,2019,7424,Van,Automatic,Diesel,Used,2755,White,5
30990,Ford,Ranger,XL 3.2 (4X4),PX Mkii,2016,172548,Cab Chassis,Automatic,Diesel,Used,3198,White,2
33990,Isuzu,D-MAX,SX HI-Ride (4X2),TF MY15.5,2016,104182,Space Cab Utility,Automatic,Diesel,Used,2999,White,4
27910,Kia,Cerato,Sport Safety Pack,BD MY21,2021,59294,Sedan,Automatic,Unleaded Petrol,Used,1999,Black,5
13910,Kia,Grand Carnival,S,VQ MY13,2013,181167,Wagon,Automatic,Unleaded Petrol,Used,3470,White,8
23990,Subaru,Impreza,2.0L (awd),MY17,2017,81426,Hatchback,Automatic,Unleaded Petrol,Used,1995,Blue,5
32490,Toyota,Camry,Ascent,ASV70R MY19,2018,30061,Sedan,Automatic,Unleaded Petrol,Used,2494,White,5
41990,Ford,Transit Custom,290S (swb),VN MY17.75,2017,67229,Van,Automatic,Diesel,Used,1995,White,3
33990,Toyota,RAV4,GX (4X4),ALA49R MY17,2017,60348,Wagon,Automatic,Diesel,Used,2231,White,5
22990,Hyundai,IX35,SE (awd),LM Series II,2014,134811,Wagon,Automatic,Diesel,Used,1995,Grey,5
41450,Kia,Sportage,GT-Line (awd),QL MY20,2020,70129,Wagon,Automatic,Diesel,Used,1995,Silver,5
20897,Kia,Pro_cee'd,GT,JD MY15,2015,57972,Hatchback,Manual,Unleaded Petrol,Used,1591,White,5
25990,Toyota,RAV4,GX (2WD),ZSA42R MY16,2016,119415,Wagon,Automatic,Unleaded Petrol,Used,1987,White,5
29980,Honda,HR-V,VTI,MY20,2020,35041,Wagon,Automatic,Unleaded Petrol,Used,1799,Grey,5
26950,Hyundai,Kona,Active (fwd),OS.3 MY20,2020,57947,Wagon,Automatic,Unleaded Petrol,Used,1999,Grey,5
17950,Mazda,3,NEO,BM,2014,90648,Hatchback,Automatic,Unleaded Petrol,Used,1998,Black,5
26748,Mitsubishi,ASX,XLS (2WD),XC MY18,2017,80010,Wagon,Automatic,Unleaded Petrol,Used,1998,Black,5
25950,Toyota,Hilux,SR5 (4X4),GGN25R MY12,2012,274835,Dual Cab Pick-up,Automatic,Unleaded Petrol,Used,3956,Grey,5
19995,Mazda,BT-50,XT (4X2),MY13,2013,112502,Cab Chassis,Manual,Diesel,Used,2198,White,3
52888,Mercedes-Benz,GLA250,4Matic,X156 MY17.5,2017,32121,Wagon,Automatic,Premium Unleaded Petrol,Used,1991,White,5
34999,Volkswagen,Golf,R,AU MY16,2015,83390,Hatchback,Automatic,Premium Unleaded Petrol,Used,1984,Black,5
21999,Honda,CR-V,VTI (4X2),30 MY15,2014,108268,Wagon,Automatic,Unleaded Petrol,Used,1997,Red,5
27680,Volkswagen,Caddy,Maxi TSI220,2K MY17.5,2017,123073,Van,Automatic,Premium Unleaded Petrol,Used,1395,White,2
29998,Volkswagen,Amarok,TDI400 (4X4),2H MY15,2015,166827,Utility,Manual,Diesel,Used,1968,White,2
24777,Hyundai,I30,Active,PD,2017,40282,Hatchback,Automatic,Unleaded Petrol,Used,1999,Blue,5
68950,Ram,1500,Express (4X4) Black Pack,MY18,2018,179582,Crew Cab Utility,Automatic,Unleaded Petrol,Used,5654,White,5
69850,Mercedes-Benz,GLA,200,H247 MY21.5,2021,11583,Wagon,Automatic,Premium Unleaded Petrol,Used,1332,Blue,5
69900,Mercedes-Benz,GLA,200,H247 MY21.5,2021,15261,Wagon,Automatic,Premium Unleaded Petrol,Used,1332,White,5
84980,Ford,Ranger,Raptor 2.0 (4X4),PX Mkiii MY20.75,2020,24446,Double Cab Pick Up,Automatic,Diesel,Used,1996,Blue,5
21950,Mitsubishi,Triton,GL-R (4X4),MN MY12,2012,140819,Double Cab Utility,Automatic,Diesel,Used,2477,Grey,5
25999,Mazda,CX-3,Akari (fwd),DK,2017,82394,Wagon,Automatic,Unleaded Petrol,Used,1998,White,5
15484,Ford,Territory,Titanium (rwd),SZ,2013,167825,Wagon,Automatic,Diesel,Used,2720,Silver,7
42990,Ford,Endura,ST-Line (awd),CA MY19,2018,51028,Wagon,Automatic,Diesel,Used,1995,Silver,5
10984,Holden,Cruze,Equipe,JH MY14,2013,89358,Sedan,Automatic,Unleaded Petrol,Used,1796,White,5
24990,Hyundai,I30,Active,PD2 MY19,2019,56707,Hatchback,Automatic,Unleaded Petrol,Used,1999,Red,5
39990,Toyota,RAV4,GXL (4X4),ASA44R MY18,2018,43446,Wagon,Automatic,Unleaded Petrol,Used,2494,Red,5
43850,Mercedes-Benz,A250,Motorsport Edition,176 MY16,2016,45882,Hatchback,Automatic,Premium Unleaded Petrol,Used,1991,Black,5
73850,Mercedes-Benz,GLC,200,X253 MY21,2021,18563,Wagon,Automatic,Premium Unleaded Petrol,Used,1991,Silver,5
18987,Holden,Commodore,SV6 Black Pack,Vfii MY16,2016,266680,Sportswagon,Automatic,Unleaded Petrol,Used,3565,White,5
33990,BMW,220I,Luxury Line,F22 MY16,2015,41833,Coupe,Automatic,Premium Unleaded Petrol,Used,1997,Silver,4
22990,Hyundai,I30,Active,PD2 MY20,2019,66688,Hatchback,Automatic,Unleaded Petrol,Used,1999,Red,5
56990,Ford,Ranger,Wildtrak 2.0 (4X4),PX Mkiii MY19,2019,114370,Double Cab Pick Up,Automatic,Diesel,Used,1996,Grey,5
16990,Nissan,Pulsar,ST,B17 Series 2,2016,27495,Sedan,Manual,Unleaded Petrol,Used,1798,White,5
6999,Subaru,Impreza,R (awd),MY08,2008,212255,Hatchback,Manual,Premium Unleaded Petrol,Used,1994,Black,5
5999,Hyundai,Elantra,SX,HD,2006,184024,Sedan,Automatic,Unleaded Petrol,Used,1975,Silver,5
34999,Volvo,S90,T6 Inscription,P MY18,2018,182204,Sedan,Automatic,Premium Unleaded Petrol,Used,1969,Blue,5
7990,Holden,Cruze,SRI V,JH MY13,2013,171000,Hatchback,Manual,Unleaded Petrol,Used,1364,White,5
73850,Mercedes-Benz,GLC,200,X253 MY21,2021,16564,Wagon,Automatic,Premium Unleaded Petrol,Used,1991,Silver,5
71850,Mercedes-Benz,GLA45,4Matic,X156 MY19,2018,48563,Wagon,Automatic,Premium Unleaded Petrol,Used,1991,Black,5
47999,Toyota,Landcruiser,Workmate (4X4),VDJ79R,2008,270830,Cab Chassis,Manual,Diesel,Used,4461,Red,3
8830,Holden,Cruze,CD,JH MY12,2011,158173,Hatchback,Manual,Unleaded Petrol,Used,1796,White,5
32987,BMW,135I,Sport,E82,2008,63875,Coupe,Automatic,Premium Unleaded Petrol,Used,2979,Black,4
26990,Subaru,Forester,2.5I-L,MY18,2018,158730,Wagon,Automatic,Unleaded Petrol,Used,2498,White,5
26500,Nissan,Pathfinder,TI (4X4),R51 MY07,2010,150000,Wagon,Automatic,Diesel,Used,2488,Yellow,7
41950,Land Rover,Discovery Sport,TD4 150 HSE 5 Seat,LC MY17,2016,88910,Wagon,Automatic,Diesel,Used,1999,Black,5
19999,Hyundai,I30,Active,GD4 Series 2,2016,84478,Hatchback,Automatic,Unleaded Petrol,Used,1797,Silver,5
29999,Hyundai,Tucson,Active (2WD),TL4 MY20,2019,60258,Wagon,Automatic,Unleaded Petrol,Used,1999,Blue,5
14988,Subaru,Outback,2.5I Premium,MY13,2013,186640,Wagon,Automatic,Premium Unleaded Petrol,Used,2457,Red,5
7990,Mitsubishi,Outlander,XLS,ZE,2003,205868,Wagon,Automatic,Unleaded Petrol,Used,2351,Grey,5
11990,Subaru,Forester,XS Premium,MY10,2010,156487,Wagon,Automatic,Unleaded Petrol,Used,2457,Silver,5
32913,Toyota,Hiace,Commuter,TRH223R MY07 Upgrade,2009,134751,Bus,Automatic,Unleaded Petrol,Used,2694,White,14
38513,Toyota,Hilux,SR (4X4),GUN126R,2016,158065,Dual Cab Chassis,Manual,Diesel,Used,2753,White,5
31913,Ford,Ranger,XL 2.2 (4X4),PX,2015,16807,Crew Cab Chassis,Automatic,Diesel,Used,2198,White,5
18999,Holden,Calais,V 60TH Anniversary,VE MY09,2008,160937,Sedan,Automatic,Premium Unleaded Petrol,Used,5967,Silver,5
37990,Ford,Ranger,XLT 3.2 (4X4),PX,2013,96759,Dual Cab Utility,Automatic,Diesel,Used,3198,Blue,5
51990,Mercedes-Benz,X250,D Progressive (4Matic),470,2018,46448,Dual Cab Pick-up,Automatic,Diesel,Used,2298,Red,5
59888,Nissan,Navara,N-Trek Special Edition (4X4),D23 Series 4 MY20,2020,40463,Dual Cab Pick-up,Automatic,Diesel,Used,2298,White,5
50990,LDV,D90,Executive (4WD) D20,SV9A,2022,10,Wagon,Automatic,Diesel,New In Stock,1996,White,7
73490,BMW,X3,Xdrive30I M Sport,G01,2020,33140,Wagon,Automatic,Unleaded Petrol,Used,1998,Black,5
59990,Mercedes-Benz,E63,AMG,212,2009,173416,Sedan,Automatic,Premium Unleaded Petrol,Used,6208,Grey,5
7999,Toyota,Yaris,YRS,NCP93R,2007,83481,Sedan,Manual,Unleaded Petrol,Used,1497,Grey,5
15999,Hyundai,IX35,SE (fwd),LM MY13,2013,113634,Wagon,Automatic,Unleaded Petrol,Used,1998,Black,5
17999,Audi,Q5,2.0 TDI Quattro,8R MY10,2010,101455,Wagon,Automatic,Diesel,Used,1968,Black,5
16990,Hyundai,Accent,Active,RB3 MY16,2016,73203,Hatchback,Automatic,Unleaded Petrol,Used,1368,White,5
39990,Holden,Colorado,LS (4X4),RG MY17,2017,100970,Crew Cab Chassis,Automatic,Diesel,Used,2776,White,5
20990,Nissan,X-Trail,ST-L 7 Seat (fwd),T32,2014,158000,Wagon,Automatic,Unleaded Petrol,Used,2488,White,7
58990,Ford,Ranger,XLT 2.0 (4X4),PX Mkiii MY19.75,2019,76850,Double Cab Pick Up,Automatic,Diesel,Used,1996,Grey,5
54990,Mazda,BT-50,XT (4X4),B30B,2020,17694,Dual Cab Chassis,Manual,Diesel,Used,2999,Grey,5
24990,Ford,Focus,Titanium,LZ,2016,82738,Hatchback,Automatic,Unleaded Petrol,Used,1498,White,5
34990,Lexus,IS200T,Luxury,ASE30R MY17,2016,61216,Sedan,Automatic,Premium Unleaded Petrol,Used,1998,Silver,5
11990,Holden,Barina,CD,TM MY14,2014,102883,Hatchback,Manual,Unleaded Petrol,Used,1598,Black,5
32999,BMW,228I,Sport Line,F23 MY16,2016,93802,Convertible,Automatic,Premium Unleaded Petrol,Used,1997,Grey,4
27000,Volkswagen,Amarok,TDI420 (4X2),2H MY15,2015,170000,Dual Cab Utility,Automatic,Diesel,Used,1984,Silver,5
36987,Kia,Stinger,330S,CK MY18,2017,140578,Sedan,Automatic,Unleaded Petrol,Used,3342,Grey,5
27888,Kia,Cerato,S,BD MY20,2019,33983,Hatchback,Automatic,Unleaded Petrol,Used,1999,White,5
29500,Jeep,Wrangler,Sport (4X4),JK MY13,2013,128500,Softtop,Manual,Unleaded Petrol,Used,3604,Grey,4
40990,Volkswagen,Amarok,TDI420 Highline (4X4),2H MY16,2016,100282,Dual Cab Utility,Automatic,Diesel,Used,1968,Blue,5
29990,Honda,Civic,VTI-S,MY19,2019,57731,Sedan,Automatic,Unleaded Petrol,Used,1799,White,5
28280,Toyota,Camry,RZ S.e.,ASV50R MY17,2016,73096,Sedan,Automatic,Unleaded Petrol,Used,2494,White,5
25990,Mazda,3,Maxx,BN MY17,2017,74270,Sedan,Automatic,Unleaded Petrol,Used,1998,Black,5
39990,Honda,HR-V,RS,MY21,2021,11127,Wagon,Automatic,Unleaded Petrol,Used,1799,Orange,5
35488,Honda,Civic,VTI-LX,MY17,2017,35000,Sedan,Automatic,Unleaded Petrol,Used,1498,Grey,5
26990,Jeep,Compass,Sport (fwd),M6 MY18,2017,30647,Wagon,Manual,Unleaded Petrol,Used,2359,Red,5
49990,Volkswagen,Caravelle,TDI 340 LWB,7H MY19,2018,103252,Wagon,Automatic,Diesel,Used,1968,Red,9
29990,Honda,Civic,VTI-S,MY16,2017,35238,Sedan,Automatic,Unleaded Petrol,Used,1799,Black,5
35990,Nissan,X-Trail,ST (2WD),T32 Series 2,2019,9981,Wagon,Automatic,Unleaded Petrol,Used,2488,Grey,5
23990,Toyota,Yaris,Ascent,NCP130R MY18,2019,29365,Hatchback,Automatic,Unleaded Petrol,Used,1299,White,5
28490,Nissan,Juke,ST,F16,2021,23875,Hatchback,Automatic,Premium Unleaded Petrol,Used,999,Silver,5
36990,Jeep,Grand Cherokee,Blackhawk,WK MY14,2014,142010,Wagon,Automatic,Premium Unleaded Petrol,Used,3604,Grey,5
29990,Hyundai,Kona,GO (fwd),OS.2 MY19,2019,49845,Wagon,Automatic,Unleaded Petrol,Used,1999,White,5
19990,Hyundai,I30,Premium,GD,2013,97000,Hatchback,Automatic,Unleaded Petrol,Used,1797,White,5
28990,Hyundai,Elantra,Elite 2.0 MPI (sunroof),AD MY18,2018,39378,Sedan,Automatic,Unleaded Petrol,Used,1999,Red,5
28490,Honda,Civic,VTI-L,MY17,2017,53026,Hatchback,Automatic,Unleaded Petrol,Used,1498,Silver,5
36990,Mitsubishi,Outlander,LS 7 Seat (awd),ZL MY19,2019,60658,Wagon,Automatic,Unleaded Petrol,Used,2360,Grey,7
34388,Jeep,Cherokee,Limited (4X4),KL MY18,2018,91745,Wagon,Automatic,Unleaded Petrol,Used,3239,White,5
27975,Mazda,BT-50,XT (4X4),MY16,2016,147393,Cab Chassis,Automatic,Diesel,Used,3196,White,3
21990,Volkswagen,Passat,R36,3C MY10,2009,63501,Sedan,Automatic,Premium Unleaded Petrol,Used,3597,Silver,5
13990,Jeep,Patriot,Sport (4X2),MK MY14,2014,161531,Wagon,Automatic,Premium Unleaded Petrol,Used,1998,Grey,5
45750,Mazda,CX-9,Touring (fwd),MY19,2019,76159,Wagon,Automatic,Unleaded Petrol,Used,2488,Blue,7
9999,Holden,Captiva,7 LX (4X4),CG Series II,2012,230676,Wagon,Automatic,Unleaded Petrol,Used,2997,White,7
48990,Isuzu,D-MAX,LS-M HI-Ride (4X4),TF MY15,2016,81795,Crew Cab Utility,Automatic,Diesel,Used,2999,Silver,5
18990,Subaru,Forester,2.5I-S,MY13,2013,211561,Wagon,Automatic,Unleaded Petrol,Used,2498,Black,5
33990,Honda,HR-V,+luxe,MY20,2020,11917,Wagon,Automatic,Unleaded Petrol,Used,1799,Orange,5
33888,Isuzu,D-MAX,SX HI-Ride (4X2),TF MY18,2018,92195,Cab Chassis,Automatic,Diesel,Used,2999,White,2
33990,Honda,CR-V,VTI-S (2WD),MY19,2019,40390,Wagon,Automatic,Unleaded Petrol,Used,1498,Red,5
29995,Toyota,Kluger,KX-R (4X4) 7 Seat,GSU45R MY11 Upgrade,2013,98166,Wagon,Automatic,Unleaded Petrol,Used,3456,Grey,7
38490,Nissan,Navara,ST (4X4),D23 Series II,2017,142720,Dual Cab Utility,Manual,Diesel,Used,2298,Cloth,5
27888,Honda,Odyssey,VTI-L,RC,2014,152888,Wagon,Automatic,Unleaded Petrol,Used,2356,Red,7
34023,Land Rover,Discovery Sport,TD4 150 SE 5 Seat,LC MY17,2017,179679,Wagon,Automatic,Diesel,Used,1999,White,5
55490,Nissan,Navara,ST-X (4X4) (leather Trim),D23 Series 4 MY19,2019,77804,King Cab Pickup,Automatic,Diesel,Used,2298,White,4
12990,Hyundai,IX35,Active (fwd),LM MY11,2010,227360,Wagon,Manual,Unleaded Petrol,Used,1998,Black,5
12888,Toyota,Corolla,Ascent,ZRE152R MY11,2010,137728,Sedan,Automatic,Unleaded Petrol,Used,1798,Silver,5
29990,Mercedes-Benz,A180,BE,176,2014,91951,Hatchback,Automatic,Premium Unleaded Petrol,Used,1595,White,5
23990,Mercedes-Benz,B200,BE,246 MY13,2013,55088,Hatchback,Automatic,Premium Unleaded Petrol,Used,1595,White,5
13980,Holden,Cruze,Equipe,JH MY16,2016,119937,Sedan,Automatic,Unleaded Petrol,Used,1796,Silver,5
20990,Hyundai,Sonata,Active,LF3 MY17,2017,65367,Sedan,Automatic,Unleaded Petrol,Used,2359,White,5
17990,Jaguar,S Type,V6,MY01,2002,97304,Sedan,Automatic,Premium Unleaded Petrol,Used,2967,Black,5
45990,Holden,Calais,V,VF,2014,64298,Sedan,Automatic,Premium Unleaded Petrol,Used,5967,Black,5
35880,Audi,Q3,1.4 Tfsi (110KW),8U MY18,2018,50489,Wagon,Automatic,Premium Unleaded Petrol,Used,1395,Grey,5
48990,Toyota,Kluger,GXL (4X2),GSU50R,2019,58680,Wagon,Automatic,Unleaded Petrol,Used,3456,Silver,7
39990,Mercedes-Benz,ML350,CDI Sports (4X4),164 MY11,2012,86889,Wagon,Automatic,Diesel,Used,2987,White,5
7500,Toyota,Hiace,Commuter,RZH125R,2001,117359,Bus,Automatic,Unleaded Petrol,Used,2438,White,14
41880,Mini,5D Hatch,Cooper S,F55 MY19,2018,39980,Hatchback,Automatic,Premium Unleaded Petrol,Used,1998,White,5
26998,Ford,Escape,Trend (fwd),ZG MY19.25,2018,59217,Wagon,Automatic,Premium Unleaded Petrol,Used,1499,Silver,5
27950,Toyota,RAV4,GX (2WD),ZSA42R MY17,2017,116438,Wagon,Automatic,Unleaded Petrol,Used,1987,White,5
14990,Holden,Trax,LS,TJ MY15,2014,115266,Wagon,Automatic,Unleaded Petrol,Used,1796,Orange,5
21950,Holden,Trax,LS,TJ MY19,2019,56513,Wagon,Automatic,Unleaded Petrol,Used,1364,White,5
18990,Mazda,CX-5,Maxx Sport (4X2),MY13 Upgrade,2014,168838,Wagon,Automatic,Unleaded Petrol,Used,1997,Black,5
44000,Mitsubishi,Triton,Exceed (4X4),MQ MY17,2017,59725,Dual Cab Utility,Automatic,Diesel,Used,2440,Titanium,5
8999,Toyota,Corolla,Ascent Sport,ZRE152R MY11,2012,181133,Hatchback,Manual,Unleaded Petrol,Used,1798,Black,5
25999,BMW,X3,Xdrive 20D,F25 MY16,2016,197105,Wagon,Automatic,Diesel,Used,1995,White,5
19999,Land Rover,Range Rover Sport,2.7 TDV6,MY08,2008,288383,Wagon,Automatic,Diesel,Used,2720,Grey,5
13999,Nissan,X-Trail,ST (fwd),T32,2014,174174,Wagon,Manual,Unleaded Petrol,Used,1997,Black,5
59990,Ford,Ranger,XLT 3.2 (4X4),PX Mkiii MY20.25,2020,20519,Double Cab Pick Up,Automatic,Diesel,Used,3198,Grey,5
42990,Subaru,Forester,2.5I-S (awd),MY21,2020,28170,Wagon,Automatic,Unleaded Petrol,Used,2498,Silver,5
24990,Mercedes-Benz,C200,BE,W204 MY13,2013,89780,Sedan,Automatic,Premium Unleaded Petrol,Used,1796,Silver,5
26800,Toyota,RAV4,GX (2WD),ZSA42R MY16,2016,96142,Wagon,Automatic,Unleaded Petrol,Used,1987,Red,5
28990,Hyundai,Elantra,Active,AD.2 MY20,2019,3250,Sedan,Automatic,Unleaded Petrol,Used,1999,White,5
38888,Toyota,Corolla,Ascent Sport (hybrid),ZWE211R,2019,14150,Hatchback,Automatic,Unleaded Petrol/Electric,Used,1798,Silver,5
39490,Toyota,Corolla,Ascent Sport (hybrid),ZWE211R,2019,7750,Hatchback,Automatic,Unleaded Petrol/Electric,Used,1798,White,5
37888,Volkswagen,Golf,GTI 40 Years,AU,2016,73130,Hatchback,Automatic,Premium Unleaded Petrol,Used,1984,Grey,5
7999,Mazda,6,Luxury Sports,GG 05 Upgrade,2005,239044,Hatchback,Manual,Premium Unleaded Petrol,Used,2261,Red,5
11999,Mazda,3,NEO,BL 11 Upgrade,2012,149515,Sedan,Manual,Unleaded Petrol,Used,1999,Red,5
16994,Hyundai,Veloster,SR Turbo,FS MY13,2014,205000,Coupe,Automatic,Unleaded Petrol,Used,1591,White,4
25990,Holden,Colorado,LX (4X4),RG MY14,2014,204168,Crew Cab Pickup,Automatic,Diesel,Used,2776,White,5
5999,Holden,Barina Spark,CD,MJ,2010,101201,Hatchback,Manual,Unleaded Petrol,Used,1206,White,5
17990,Ford,Mondeo,Trend Tdci,MD,2016,148607,Hatchback,Automatic,Diesel,Used,1997,Red,5
36990,Mitsubishi,Pajero,GLX LWB (4X4),NX MY17,2017,147883,Wagon,Automatic,Diesel,Used,3200,White,7
44990,Mazda,BT-50,XS (4X2) Standard Tray,B19C,2022,4453,Cab Chassis,Automatic,Diesel,Used,1898,Silver,2
53990,Subaru,WRX,STI Premium,MY16,2016,51405,Sedan,Manual,Premium Unleaded Petrol,Used,2457,Blue,5
45999,Skoda,Kodiaq,132 TSI (4X4),NS MY20,2020,43485,Wagon,Automatic,Premium Unleaded Petrol,Used,1984,Grey,7
16999,Holden,Commodore,SV6,VE MY09.5,2008,199000,Utility,Manual,Unleaded Petrol,Used,3564,Green,2
8000,Toyota,Corolla,Ascent,ZRE152R,2009,192032,Sedan,Manual,Unleaded Petrol,Used,1798,Silver,5
20990,Mazda,3,Maxx,BM,2014,98963,Sedan,Automatic,Unleaded Petrol,Used,1998,Silver,5
24995,Subaru,Forester,2.5I-S,MY16,2016,155039,Wagon,Automatic,Unleaded Petrol,Used,2498,Grey,5
10995,Toyota,Hilux,Workmate,TGN16R 08 Upgrade,2009,273273,Cab Chassis,Manual,Unleaded Petrol,Used,2694,Grey,3
14995,Mazda,3,Maxx,BL 10 Upgrade,2011,136545,Hatchback,Automatic,Unleaded Petrol,Used,1999,Grey,5
12995,Volkswagen,Golf,103 TSI Highline,AU MY15,2014,200660,Wagon,Automatic,Premium Unleaded Petrol,Used,1395,Brown,5
9995,Suzuki,Swift,GL,FZ,2011,229427,Hatchback,Automatic,Unleaded Petrol,Used,1372,Black,5
28995,Subaru,Forester,2.0XT Premium,MY15,2015,135508,Wagon,Automatic,Premium Unleaded Petrol,Used,1998,White,5
43999,Mercedes-Benz,CLA45,AMG,117 MY15,2015,110272,Coupe,Automatic,Premium Unleaded Petrol,Used,1991,White,5
16990,Holden,Calais,V,VF,2013,248896,Sedan,Automatic,Unleaded Petrol,Used,3565,Silver,5
9990,Ford,Falcon,R6,FG,2008,275059,Cab Chassis,Automatic,Unleaded Petrol,Used,3984,Grey,2
12990,Skoda,Roomster,77 TSI,5J,2013,140445,Wagon,Automatic,Premium Unleaded Petrol,Used,1197,White,5
28888,Mazda,3,G25 Evolve,BP,2019,42897,Hatchback,Manual,Unleaded Petrol,Used,2488,Silver,5
16980,Subaru,Forester,2.0D Premium,MY11,2011,121399,Wagon,Manual,Diesel,Used,1998,Silver,5
3990,Toyota,Corolla,Ascent Seca,AE112R,2001,244885,Liftback,Manual,Unleaded Petrol,Used,1762,White,5
34990,Kia,Seltos,Sport+ (fwd),MY20,2020,56313,Wagon,Automatic,Unleaded Petrol,Used,1999,Yellow,5
85990,Chrysler,300,SRT Pacer,MY19,2019,22313,Sedan,Automatic,Premium Unleaded Petrol,Used,6417,Black,5
61990,Ford,Transit Custom,320L (lwb) Sport Dciv,VN MY19.75,2020,59853,Van,Automatic,Diesel,Used,1995,Silver,6
28990,Subaru,Outback,2.0D Premium AWD,MY20,2020,157060,Wagon,Automatic,Diesel,Used,1998,White,5
34990,Kia,Carnival,SLI,YP MY15,2015,69177,Wagon,Automatic,Diesel,Used,2199,White,8
31990,Hyundai,Tucson,Highlander (awd),TLE,2016,77770,Wagon,Automatic,Diesel,Used,1995,Silver,5
24100,Hyundai,Tucson,Active (fwd),TL,2016,62160,Wagon,Automatic,Unleaded Petrol,Used,1999,Blue,5
34100,Volkswagen,Polo,GTI,AW MY20,2019,14921,Hatchback,Automatic,Premium Unleaded Petrol,Used,1984,Red,5
35950,Volkswagen,Golf,110 TSI Highline,AU MY19 Update,2019,48009,Hatchback,Automatic,Premium Unleaded Petrol,Used,1395,White,5
45910,Holden,Trailblazer,LTZ (4X4),RG MY18,2018,44966,Wagon,Automatic,Diesel,Used,2776,Grey,7
22910,Kia,Cerato,SLI,YD MY17,2016,26909,Sedan,Automatic,Unleaded Petrol,Used,1999,White,5
29990,Hyundai,Sonata,Active,LF4 MY18,2018,59416,Sedan,Automatic,Unleaded Petrol,Used,2359,Silver,5
5995,Toyota,Corolla,Ascent Sport Seca,ZZE122R MY06,2006,175000,Hatchback,Manual,Unleaded Petrol,Used,1794,White,5
15950,Volkswagen,Golf,GTI,1K MY12,2011,167405,Hatchback,Automatic,Premium Unleaded Petrol,Used,1984,White,5
5890,Hyundai,Accent,GL,LC,2001,81225,Hatchback,Manual,Unleaded Petrol,Used,1495,Silver,5
29990,Holden,Colorado,LS (4X4),RG MY15,2014,154876,Crew Cab Pickup,Manual,Diesel,Used,2776,Blue,5
48990,Isuzu,D-MAX,LS-U HI-Ride (4X4),TF MY17,2017,65864,Crew Cab Utility,Manual,Diesel,Used,2999,White,5
18888,Toyota,Yaris,Ascent,NCP130R MY17,2018,79737,Hatchback,Automatic,Unleaded Petrol,Used,1299,Silver,5
25999,Ford,Territory,TX (rwd),SZ MK2,2016,80677,Wagon,Automatic,Unleaded Petrol,Used,3984,Silver,5
41000,Peugeot,5008,GT,P87 MY18.5,2019,125000,Wagon,Automatic,Diesel,Used,1997,Emerald,7
15990,Volkswagen,Golf,118 TSI Comfortline,1K MY10,2010,68334,Wagon,Automatic,Premium Unleaded Petrol,Used,1390,Silver,5
22913,Nissan,X-Trail,ST (4WD),T32 Series 2,2018,140275,Wagon,Automatic,Unleaded Petrol,Used,2488,Grey,5
10000,Volkswagen,Polo,66 TDI Comfortline,6R MY11,2011,152000,Hatchback,Automatic,Diesel,Used,1598,White,5
8995,Ford,Mondeo,LX Tdci,MC,2011,240000,Wagon,Automatic,Diesel,Used,1997,White,5
58990,HSV,Colorado,Sportscat (4X4),82C43 MY19,2018,46507,Crew Cab Pickup,Automatic,Diesel,Used,2776,Red,5
15950,Mitsubishi,Triton,GLX,MN MY10,2009,260096,Double Cab Utility,Manual,Diesel,Used,2477,White,5
29995,Mazda,6,Touring,6C MY17 (gl),2018,51579,Sedan,Automatic,Unleaded Petrol,Used,2488,Blue,5
13990,Jeep,Patriot,Sport (4X2),MK MY15,2014,155522,Wagon,Automatic,Premium Unleaded Petrol,Used,1998,White,5
13800,Isuzu,D-MAX,LS (4X2),TF,2009,273131,Crew Cab Utility,Manual,Diesel,Used,2999,Black,5
55990,Toyota,Hilux,SR (4X4),GUN126R Facelift,2020,123708,X Cab Cab Chassis,Manual,Diesel,Used,2753,White,5
19990,Kia,Cerato,S,YD MY17,2016,53986,Sedan,Automatic,Unleaded Petrol,Used,1999,Grey,5
7990,Nissan,Micra,ST-L,K13,2011,106175,Hatchback,Manual,Unleaded Petrol,Used,1498,Black,5
25990,Kia,Cerato,S,BD MY20,2020,9650,Hatchback,Automatic,Unleaded Petrol,Used,1999,Silver,5
31990,Toyota,Hiace,Commuter,KDH223R MY07 Upgrade,2008,152100,Bus,Automatic,Diesel,Used,2982,White,14
