Price,Brand,Model,Variant,Series,Year,Kilometers,Type,Gearbox,Fuel,Status,CC,Color,Seating Capacity
24990,Subaru,Liberty,2.5I,MY17,2017,75206,Sedan,Automatic,Premium Unleaded Petrol,Used,2498,White,5
15890,Ford,Fiesta,Sport,WZ,2017,52619,Hatchback,Manual,Unleaded Petrol,Used,998,Red,5
7990,Holden,Commodore,Omega,VE II MY12,2012,275096,Sedan,Automatic,Unleaded Petrol,Used,2997,White,5
39990,Volkswagen,Amarok,TDI420 Ultimate (4X4),2H MY15,2015,120875,Dual Cab Utility,Automatic,Diesel,Used,1968,White,5
50990,Ford,Ranger,FX4 Special Edition,PX Mkii MY18,2018,90184,Dual Cab Utility,Automatic,Diesel,Used,3198,Grey,5
33000,Skoda,Scala,110 TSI Launch Edition,MY20,2020,29670,Hatchback,Automatic,Premium Unleaded Petrol,Used,1498,White,5
45850,Ford,Ranger,XLT 3.2 (4X4),PX Mkii MY17,2017,87986,Dual Cab Utility,Automatic,Diesel,Used,3198,White,5
26888,Jeep,Grand Cherokee,Overland (4X4),WK,2012,63785,Wagon,Automatic,Diesel,Used,2987,Grey,5
40989,BMW,X4,Xdrive 35I,F26 MY15,2015,127829,Coupe,Automatic,Premium Unleaded Petrol,Used,2979,White,5
24990,Isuzu,D-MAX,SX HI-Ride (4X4),TF MY12,2012,170992,Crew Cab Utility,Manual,Diesel,Used,2999,White,5
15850,Renault,Kangoo,Maxi,X61,2014,109558,Van,Manual,Diesel,Used,1461,White,2
39990,Mazda,CX-8,Sport (fwd),KG B,2019,48652,Wagon,Automatic,Diesel,Used,2191,Silver,7
19888,Holden,Captiva,5 LS (fwd),CG MY16,2016,36503,Wagon,Manual,Unleaded Petrol,Used,2384,Silver,5
38990,Mercedes-Benz,C250,D,205 MY17.5,2018,152608,Estate,Automatic,Diesel,Used,2143,Black,4
66990,Lexus,IS350,F Sport,GSE31R,2019,10880,Sedan,Automatic,Premium Unleaded Petrol,Used,3456,White,5
35990,Volkswagen,Golf,R,AU MY15,2014,109550,Hatchback,Automatic,Premium Unleaded Petrol,Used,1984,White,5
22990,Ford,Ranger,XL 2.2 HI-Rider (4X2),PX,2015,132548,Cab Chassis,Automatic,Diesel,Used,2198,White,2
69991,Toyota,Hilux,Rugged X (4X4),GUN126R MY19,2019,55000,Double Cab Pick Up,Automatic,Diesel,Used,2753,Silver,5
52990,Ford,Ranger,XLT 2.0 (4X4),PX Mkiii MY20.75,2020,118637,Double Cab Pick Up,Automatic,Diesel,Used,1996,Silver,5
7995,Suzuki,Swift,S,EZ,2005,164887,Hatchback,Automatic,Unleaded Petrol,Used,1490,Red,5
40999,Subaru,XV,2.0I-S AWD,MY21,2021,13819,Wagon,Automatic,Unleaded Petrol,Used,1995,Grey,5
23850,Ford,Territory,TS (rwd),SZ MK2,2016,156827,Wagon,Automatic,Diesel,Used,2720,Red,7
64888,Ford,Ranger,Wildtrak 2.0 (4X4),PX Mkiii MY19,2018,111046,Double Cab Pick Up,Automatic,Diesel,Used,1996,Orange,5
75676,Toyota,Hilux,SR5 + Premium Interior (4X4),GUN126R,2022,44,Double Cab Pick Up,Automatic,Diesel,Used,2753,Silver,5
27998,Honda,HR-V,VTI-L (adas),MY17,2018,85660,Wagon,Automatic,Unleaded Petrol,Used,1799,White,5
39990,Nissan,Navara,RX (4X4),D23 Series II,2016,97950,Double Cab Utility,Manual,Diesel,Used,2298,White,5
84990,Toyota,Hilux,Rogue (4X4),GUN126R,2022,90,Double Cab Pick Up,Automatic,Diesel,Used,2753,Grey,5
16888,Hyundai,I30,Trophy,GD MY14,2014,114464,Hatchback,Automatic,Unleaded Petrol,Used,1797,Silver,5
49990,Mazda,CX-5,Akera Turbo (awd) 100TH Anniv,CX5J,2020,26226,Wagon,Automatic,Unleaded Petrol,Used,2488,White,5
46990,Volkswagen,Polo,GTI,AW MY22,2022,1505,Hatchback,Automatic,Premium Unleaded Petrol,Demo,1984,Grey,5
62490,Toyota,Fortuner,GXL,GUN156R,2021,37701,Wagon,Automatic,Diesel,Used,2755,Silver,7
11888,Holden,Commodore,Omega,VE,2007,100190,Sedan,Automatic,Unleaded Petrol,Used,3565,White,5
28888,Toyota,C-HR,Koba (2WD),NGX10R Update,2018,74046,Wagon,Automatic,Premium Unleaded Petrol,Used,1197,Blue,5
26555,Volkswagen,Passat,132 TSI,3C MY17,2017,57352,Wagon,Automatic,Premium Unleaded Petrol,Used,1798,White,5
27888,Honda,CR-V,VTI (4X2),30 Series 2 MY17,2017,80388,Wagon,Automatic,Unleaded Petrol,Used,1997,Blue,5
33950,Honda,CR-V,VTI-LX (awd),MY18,2017,75854,Wagon,Automatic,Unleaded Petrol,Used,1498,Red,5
55990,Toyota,Hilux,SR5 (4X4),GUN126R MY17,2018,63375,Dual Cab Utility,Automatic,Diesel,Used,2753,Black,5
44990,Holden,Colorado,LS (4X4),RG MY20,2020,73638,Crew Cab Chassis,Automatic,Diesel,Used,2776,White,5
64990,Nissan,Navara,PRO-4X (4X4),D23 MY21.5,2021,20868,Dual Cab Pick-up,Automatic,Diesel,Used,2298,White,5
61450,Toyota,Landcruiser Prado,GXL (4X4),GDJ150R MY18,2018,115401,Wagon,Automatic,Diesel,Used,2755,White,7
66033,Mercedes-Benz,Vito,116 CDI MWB RWD,447 MY21,2022,10,Van,Automatic,Diesel,New In Stock,2143,White,2
29990,Mercedes-Benz,GLA200,CDI,X156,2014,87113,Wagon,Automatic,Diesel,Used,2143,Grey,5
51990,Toyota,Landcruiser Prado,GXL (4X4),GDJ150R MY16,2015,104221,Wagon,Automatic,Diesel,Used,2753,White,7
33800,Volkswagen,Amarok,V6 TDI Sportline,2H MY17.5,2017,182297,Dual Cab Utility,Automatic,Diesel,Used,2967,White,5
48990,Holden,Commodore,SS-V,VF,2013,80662,Sedan,Automatic,Premium Unleaded Petrol,Used,5967,Silver,5
18999,Ford,Falcon,XR6,FG MK2,2013,187272,Sedan,Automatic,Unleaded Petrol,Used,3984,Black,5
39888,Mazda,CX-5,GT (4X4),MY17.5 (KF Series 2),2018,27230,Wagon,Automatic,Unleaded Petrol,Used,2488,Red,5
23990,Kia,Cerato,S,YD MY17,2017,60877,Sedan,Automatic,Unleaded Petrol,Used,1999,White,5
20990,Toyota,Corolla,Ascent Sport,ZRE182R,2013,32131,Hatchback,Automatic,Unleaded Petrol,Used,1798,Black,5
30990,Honda,HR-V,VTI,MY21,2020,28065,Wagon,Automatic,Unleaded Petrol,Used,1799,White,5
12950,Holden,Captiva,LX (4X4),CG MY10,2011,123134,Wagon,Automatic,Diesel,Used,1991,Yellow,7
14990,Toyota,Yaris,YR,NCP130R,2011,124209,Hatchback,Automatic,Unleaded Petrol,Used,1299,Silver,5
59990,Mitsubishi,Pajero,Exceed LWB (4X4),NX MY18,2018,47835,Wagon,Automatic,Diesel,Used,3200,White,7
48954,Subaru,BRZ,S,MY22,2022,70,Coupe,Automatic,Premium Unleaded Petrol,Used,2387,Blue,4
62990,Ford,Everest,Titanium (4WD 7 Seat),UA II MY20.25,2020,51647,Wagon,Automatic,Diesel,Used,1996,Silver,7
12995,Nissan,Navara,DX (4X4),D22 MY08,2008,178758,Cab Chassis,Manual,Diesel,Used,2488,Silver,3
34995,Ford,Ranger,XLT 3.2 HI-Rider (4X2),PX,2015,185000,Crew Cab Pickup,Manual,Diesel,Used,3198,White,5
24995,Mitsubishi,Outlander,LS (4X4),ZK MY17,2017,167993,Wagon,Automatic,Unleaded Petrol,Used,2360,White,7
29995,Toyota,RAV4,GX (2WD),ZSA42R MY16,2016,54459,Wagon,Automatic,Unleaded Petrol,Used,1987,White,5
62500,Mazda,CX-8,Asaki (fwd),CX8D,2022,2001,Wagon,Automatic,Unleaded Petrol,Demo,2488,Black,7
43990,Toyota,Hilux,SR (4X4),GUN126R,2017,94194,Dual Cab Chassis,Automatic,Diesel,Used,2753,White,5
8990,Volvo,S60,2.4 20V SE,05 Upgrade,2006,175649,Sedan,Automatic,Unleaded Petrol,Used,2435,Silver,5
54888,Volkswagen,Amarok,V6 TDI 580 Highline Edition,2H MY19,2018,57226,Dual Cab Utility,Automatic,Diesel,Used,2967,Silver,5
27999,Nissan,Pathfinder,ST (4X2),R52,2015,79454,Wagon,Automatic,Premium Unleaded Petrol,Used,3498,Grey,7
41990,Mitsubishi,Pajero Sport,GLS (4X4),QE,2016,85506,Wagon,Automatic,Diesel,Used,2442,Silver,5
49990,Mitsubishi,Pajero Sport,Exceed (4X4) 7 Seat,MY17,2017,65414,Wagon,Automatic,Diesel,Used,2442,White,7
63990,Toyota,Fortuner,GX,GUN156R MY19,2019,6714,Wagon,Automatic,Diesel,Used,2753,White,7
63888,Mitsubishi,Pajero Sport,Exceed (4X4) 7 Seat,QF MY21,2021,18551,Wagon,Automatic,Diesel,Used,2442,White,7
54888,Toyota,RAV4,GX (2WD) Hybrid,Axah52R,2022,43,Wagon,Automatic,Unleaded Petrol/Electric,Used,2487,Grey,5
46990,Ford,Everest,Trend (rwd),UA MY17,2017,66667,Wagon,Automatic,Diesel,Used,3198,Silver,7
31990,Ford,Ranger,XLT 3.2 (4X4),PX,2013,168553,Super Cab Utility,Manual,Diesel,Used,3198,Gold,4
49990,BMW,X3,Xdrive 30D,F25 MY15,2015,60000,Wagon,Automatic,Diesel,Used,2993,Black,5
25888,Volkswagen,Golf,110 TSI Trendline,AU MY19,2018,80543,Hatchback,Automatic,Premium Unleaded Petrol,Used,1395,Grey,5
23999,Mitsubishi,Outlander,ES 7 Seat (2WD),ZL MY19,2018,133197,Wagon,Automatic,Unleaded Petrol,Used,2360,Silver,7
24999,Hyundai,Tucson,GO (fwd),TL3 MY19,2018,114169,Wagon,Automatic,Unleaded Petrol,Used,1999,Black,5
23999,Hyundai,Kona,GO (fwd),OS.3 MY20,2019,105746,Wagon,Automatic,Unleaded Petrol,Used,1999,Orange,5
49888,Toyota,Landcruiser Prado,GXL (4X4),KDJ150R MY14,2015,148563,Wagon,Automatic,Diesel,Used,2982,Grey,7
16990,Nissan,X-Trail,TL (4X4),T31 Series 5,2014,177773,Wagon,Automatic,Diesel,Used,1995,White,5
24990,Mitsubishi,Triton,GLX-R (4X4),MN MY15,2015,167812,Double Cab Utility,Manual,Diesel,Used,2477,Blue,5
41990,Holden,Caprice,V,WN MY16,2016,101291,Sedan,Automatic,Premium Unleaded Petrol,Used,6200,Silver,5
15705,Ford,Fiesta,Sport,WZ,2015,99563,Hatchback,Automatic,Unleaded Petrol,Used,998,White,5
17888,Volvo,S60,T5,F MY12,2013,78805,Sedan,Automatic,Premium Unleaded Petrol,Used,1999,Black,5
43990,Mercedes-Benz,CLA250,Sport 4Matic,117 MY16,2016,54440,Coupe,Automatic,Premium Unleaded Petrol,Used,1991,White,5
23990,BMW,X5,Xdrive 30D,E70 MY09,2009,76967,Wagon,Automatic,Diesel,Used,2993,Gold,5
25990,Mercedes-Benz,Vito,113CDI SWB,MY14,2015,120256,Van,Automatic,Diesel,Used,2143,Red,2
35490,Hyundai,Tucson,Highlander (awd),TLE,2017,45874,Wagon,Automatic,Diesel,Used,1995,White,5
63990,Mazda,CX-9,Azami (awd),CX9L,2020,9982,Wagon,Automatic,Unleaded Petrol,Used,2488,White,7
36490,Ford,Ranger,XL 3.2 (4X4),PX,2015,107913,Dual Cab Utility,Automatic,Diesel,Used,3198,White,5
40990,Holden,Colorado,LT (4X4),RG MY20,2019,60616,Crew Cab Pickup,Automatic,Diesel,Used,2776,Silver,5
60450,Mazda,CX-9,Touring (awd),CX9M,2022,2001,Wagon,Automatic,Unleaded Petrol,Demo,2488,Red,7
27999,Mazda,2,G15 Evolve,200R,2022,2001,Hatchback,Automatic,Unleaded Petrol,Demo,1496,Blue,5
65999,Mazda,CX-8,GT (awd),CX8D,2022,2001,Wagon,Automatic,Diesel,Demo,2191,Red,7
39950,Toyota,Fortuner,GX,GUN156R,2016,172889,Wagon,Automatic,Diesel,Used,2753,Grey,7
69990,Mercedes-Benz,GLC250,D,253 MY19,2018,33270,Wagon,Automatic,Diesel,Used,2143,Silver,5
25870,Hyundai,I30,SR,PD,2017,72781,Hatchback,Automatic,Unleaded Petrol,Used,1591,Grey,5
6490,Holden,Astra,CD,TS,2002,193608,Hatchback,Automatic,Unleaded Petrol,Used,1796,Silver,5
43990,Holden,Colorado,Z71 (4X4),RG MY18,2017,80102,Crew Cab Pickup,Automatic,Diesel,Used,2776,Red,5
34990,Subaru,Outback,3.6R,MY18,2018,101430,Wagon,Automatic,Unleaded Petrol,Used,3630,Red,5
57990,Toyota,Kluger,GXL Black Edition (awd),GSU55R,2019,32092,Wagon,Automatic,Unleaded Petrol,Used,3456,Brown,7
31990,Hyundai,Tucson,Active (2WD),TL4 MY20,2019,33284,Wagon,Automatic,Unleaded Petrol,Used,1999,White,5
23490,Kia,Optima,SI,JF MY18,2018,63458,Sedan,Automatic,Unleaded Petrol,Used,2359,White,5
44888,Toyota,Hilux,SR (4X4),GUN126R,2016,103527,Dual Cab Chassis,Manual,Diesel,Used,2753,White,5
34990,Volkswagen,T-Cross,85TSI Style,C1 MY20,2020,19606,Wagon,Automatic,Premium Unleaded Petrol,Used,999,Black,5
36995,Ford,Falcon,XR8,FG,2008,131993,Utility,Automatic,Unleaded Petrol,Used,5408,Red,2
34888,Renault,Koleos,Initiale (4X4),XZG MY18 Update,2018,37906,Wagon,Automatic,Premium Unleaded Petrol,Used,2488,Grey,5
64999,BMW,X5,Xdrive 30D,F15 MY16,2017,57008,Wagon,Automatic,Diesel,Used,2993,White,5
16490,Mitsubishi,Lancer,LS,CJ MY15,2014,69556,Sedan,Automatic,Unleaded Petrol,Used,1998,White,5
37888,Honda,HR-V,RS,MY21,2021,2200,Wagon,Automatic,Unleaded Petrol,Used,1799,Black,5
4000,Ford,Fiesta,Zetec,WS,2010,233475,Hatchback,Manual,Unleaded Petrol,Used,1596,Red,5
26950,Volkswagen,Passat,132 TSI,3C MY18.5,2018,77077,Wagon,Automatic,Premium Unleaded Petrol,Used,1798,White,5
30990,Ford,Falcon,XR6T,FG,2010,155349,Utility,Automatic,Unleaded Petrol,Used,3984,Red,2
19800,Nissan,Patrol,ST (4X4),GU IV,2004,262228,Wagon,Manual,Diesel,Used,2953,Silver,7
19999,Kia,Sportage,SI (fwd),QL MY17,2017,143169,Wagon,Automatic,Unleaded Petrol,Used,1999,Silver,5
46888,Toyota,RAV4,GX 2WD Hybrid,Axah52R,2019,59511,Wagon,Automatic,Unleaded Petrol/Electric,Used,2487,Silver,5
65999,Ford,Falcon,XR8,FG X,2015,15299,Sedan,Automatic,Unleaded Petrol,Used,4950,Grey,5
17888,Hyundai,IX35,SE (fwd),LM MY13,2013,157608,Wagon,Automatic,Unleaded Petrol,Used,1998,Red,5
57990,Volvo,XC40,T5 R-Design (awd),536 MY21,2020,32000,Wagon,Automatic,Premium Unleaded Petrol,Used,1969,Grey,5
39990,Toyota,Hiace,LWB,TRH201R MY16,2017,26198,Van,Automatic,Unleaded Petrol,Used,2694,White,2
25490,Holden,Commodore,LT,ZB,2017,45562,Sportswagon,Automatic,Premium Unleaded Petrol,Used,1998,Red,5
65990,Ford,Mustang,Fastback GT 5.0 V8,FN,2018,51796,Coupe,Automatic,Premium Unleaded Petrol,Used,4950,Red,4
36990,Ford,Ranger,XL 3.2 (4X4),PX Mkii MY18,2018,158436,Cab Chassis,Automatic,Diesel,Used,3198,White,2
36990,Mitsubishi,Triton,GLS (4X4),MQ MY16,2015,54338,Dual Cab Utility,Manual,Diesel,Used,2440,Black,5
24888,Honda,Civic,VTI-S,MY17,2017,41365,Hatchback,Automatic,Unleaded Petrol,Used,1799,Silver,5
22800,Ford,Focus,Sport,LZ,2015,61503,Hatchback,Automatic,Unleaded Petrol,Used,1498,Grey,5
29988,Hyundai,I30,SR,PD2 Update,2018,38050,Hatchback,Automatic,Unleaded Petrol,Used,1591,White,5
35988,Nissan,X-Trail,ST-L (2WD) (5YR),T32 Series 2,2019,22069,Wagon,Automatic,Unleaded Petrol,Used,2488,Grey,5
14995,Hyundai,Accent,Active,RB3 MY16,2015,148377,Hatchback,Automatic,Unleaded Petrol,Used,1368,White,5
41990,Ford,Ranger,XLT 3.2 (4X4),PX Mkii MY17,2017,130882,Super Cab Utility,Automatic,Diesel,Used,3198,White,4
15990,Holden,Commodore,Omega,VE MY10,2010,178808,Utility,Automatic,Unleaded Petrol,Used,3565,White,2
38998,Nissan,Navara,ST (4X4),NP300 D23,2016,121109,Dual Cab Utility,Automatic,Diesel,Used,2298,Black,5
33990,Nissan,Navara,ST (4X4),NP300 D23,2015,130285,Dual Cab Utility,Automatic,Diesel,Used,2298,White,5
29990,Honda,CR-V,VI (2WD),MY19,2018,58522,Wagon,Automatic,Unleaded Petrol,Used,1997,Red,5
24990,Hyundai,I30,GO,PD.3 MY20,2020,27797,Hatchback,Automatic,Unleaded Petrol,Used,1999,White,5
39990,Subaru,Forester,2.5I Premium (awd),MY19,2019,46725,Wagon,Automatic,Unleaded Petrol,Used,2498,White,5
37990,Isuzu,D-MAX,LS-M HI-Ride (4X4),TF MY17,2017,163924,Crew Cab Utility,Automatic,Diesel,Used,2999,White,5
19888,Volkswagen,Golf,GTI,1K MY12,2012,76050,Hatchback,Automatic,Premium Unleaded Petrol,Used,1984,Red,5
12980,Ford,Territory,TX (rwd),SZ,2011,155049,Wagon,Automatic,Unleaded Petrol,Used,3984,Brown,5
19890,Mini,Cooper,D Chilli,R56,2010,46265,Hatchback,Manual,Diesel,Used,1560,Red,4
24990,Hyundai,Tucson,Active R-Series (awd),TL2 MY18,2017,125838,Wagon,Automatic,Diesel,Used,1995,White,5
29900,BMW,X3,Xdrive 20I,F25 MY14,2014,127637,Wagon,Automatic,Premium Unleaded Petrol,Used,1997,Silver,5
68900,Lexus,RX350,Luxury,GGL25R,2016,29195,Wagon,Automatic,Premium Unleaded Petrol,Used,3456,Black,5
21999,Holden,Commodore,SV6 Storm,VF,2014,165267,Sportswagon,Automatic,Unleaded Petrol,Used,3565,Silver,5
6800,Suzuki,Jimny,JLX (4X4),Upgrade,2007,213104,Wagon,Manual,Unleaded Petrol,Used,1328,Silver,4
23990,Hyundai,I30,Active,PD2 MY19,2019,60734,Hatchback,Automatic,Unleaded Petrol,Used,1999,White,5
42990,Toyota,RAV4,GX (2WD),Mxaa52R,2021,55680,Wagon,Automatic,Unleaded Petrol,Used,1987,Blue,5
37990,Kia,Seltos,Sport+ (fwd),SP2 MY21,2020,18535,Wagon,Automatic,Unleaded Petrol,Used,1999,Blue,5
51110,BMW,220I,M Sport Gran Coupe,F44,2020,22280,Coupe,Automatic,Premium Unleaded/Electric,Used,1998,Black,5
57980,BMW,220I,M Sport Gran Coupe,F44,2021,10231,Coupe,Automatic,Premium Unleaded/Electric,Used,1998,White,5
9990,Mitsubishi,Lancer,ES,CJ MY13,2013,219590,Sedan,Manual,Unleaded Petrol,Used,1998,White,5
5700,Holden,Cruze,Equipe,JH MY14,2014,198000,Hatchback,Automatic,Unleaded Petrol,Used,1796,Black,5
16500,Mitsubishi,Triton,GLX-R (4X4),MN MY15,2014,297000,Double Cab Utility,Manual,Diesel,Used,2477,Red,5
39950,Ford,Ranger,XLT 3.2 (4X4),PX Mkii,2015,117300,Dual Cab Utility,Automatic,Diesel,Used,3198,White,5
17995,Mitsubishi,ASX,Aspire (4WD),XB MY14,2013,118555,Wagon,Automatic,Diesel,Used,2268,Silver,5
32999,Subaru,Levorg,2.0GT,MY17,2016,47036,Wagon,Automatic,Premium Unleaded Petrol,Used,1998,Silver,5
54990,Subaru,WRX,STI,MY17,2017,83011,Sedan,Manual,Premium Unleaded Petrol,Used,2457,White,5
45990,Toyota,Hilux,SR (4X4),GUN126R MY17,2017,149534,Dual Cab Chassis,Automatic,Diesel,Used,2753,White,5
36999,Lexus,IS200T,Luxury,ASE30R MY16,2016,45001,Sedan,Automatic,Premium Unleaded Petrol,Used,1998,Silver,5
22990,Mini,Paceman,Cooper S,R61,2013,106300,Hatchback,Manual,Premium Unleaded Petrol,Used,1598,Red,4
23800,Audi,Q5,2.0 Tfsi Quattro,8R MY13,2013,143830,Wagon,Automatic,Premium Unleaded Petrol,Used,1984,Blue,5
20990,Kia,Sportage,SI Premium (fwd),SL Series 2 MY14,2015,119000,Wagon,Automatic,Unleaded Petrol,Used,1998,Silver,5
23880,Isuzu,D-MAX,SX HI-Ride (4X2),TF MY15,2014,218851,Crew Cab Utility,Automatic,Diesel,Used,2999,Blue,5
19880,Kia,Sportage,SI (fwd),QL MY17,2016,211171,Wagon,Automatic,Unleaded Petrol,Used,1999,White,5
49950,Volvo,XC60,D4 Momentum,246 MY18,2017,60393,Wagon,Automatic,Diesel,Used,1969,Blue,5
75950,Volvo,XC60,B5 Momentum Mhev,246 MY22,2021,6589,Wagon,Automatic,Premium Unleaded/Electric,Used,1969,White,5
56950,Volvo,XC60,D4 Momentum,246 MY19,2018,29325,Wagon,Automatic,Diesel,Used,1969,White,5
73950,Volvo,XC60,B5 Momentum Mhev,246 MY22,2021,6048,Wagon,Automatic,Premium Unleaded/Electric,Used,1969,White,5
63999,Toyota,RAV4,GXL (awd) Hybrid,Axah54R,2022,71,Wagon,Automatic,Unleaded Petrol/Electric,Used,2487,Blue,5
45990,BMW,X3,Xdrive 20I,F25 MY17,2017,76160,Wagon,Automatic,Premium Unleaded Petrol,Used,1997,White,5
36995,Toyota,Hiace,LWB,TRH201R MY16,2018,135394,Van,Automatic,Unleaded Petrol,Used,2694,Silver,2
47990,Isuzu,MU-X,LS-U (4X4),UC MY17,2017,107142,Wagon,Automatic,Diesel,Used,2999,White,7
45990,Isuzu,MU-X,LS-U (4X4),UC MY18,2018,131041,Wagon,Automatic,Diesel,Used,2999,Silver,7
30490,Toyota,Corolla,Ascent Sport (hybrid),ZWE211R,2019,56544,Sedan,Automatic,Unleaded Petrol/Electric,Used,1798,White,5
53490,Ford,Everest,Trend (4WD 7 Seat),UA II MY20.25,2020,74685,Wagon,Automatic,Diesel,Used,1996,Grey,7
47888,Toyota,RAV4,Cruiser 2WD Hybrid,Axah52R,2019,107852,Wagon,Automatic,Unleaded Petrol/Electric,Used,2487,Grey,5
20990,Hyundai,I30,Active X,GD4 Series 2,2015,30500,Hatchback,Automatic,Unleaded Petrol,Used,1797,White,5
49990,Toyota,Hilux,SR (4X4),GUN126R MY19,2018,77283,Double Cab Pick Up,Manual,Diesel,Used,2753,White,5
32990,Subaru,Levorg,2.0GT-S,MY17,2017,133521,Wagon,Automatic,Premium Unleaded Petrol,Used,1998,White,5
53990,Mercedes-Benz,Vito,114 CDI LWB,447 MY20,2020,43230,Van,Automatic,Diesel,Used,2143,Red,2
20990,Volkswagen,Transporter,TDI 340 LWB LOW,T5 MY13,2012,225940,Van,Automatic,Diesel,Used,1968,White,2
38880,Audi,A3,35 Tfsi Sprtbck (1.4 Tfsi Cod),8V MY19,2018,50292,Sportback,Automatic,Premium Unleaded Petrol,Used,1395,White,5
56700,Jeep,Cherokee,S-Limited (awd),KL MY22,2022,3595,Wagon,Automatic,Unleaded Petrol,Demo,3239,Black,5
59990,Toyota,Landcruiser Prado,GXL (4X4),GDJ150R MY17,2017,76391,Wagon,Automatic,Diesel,Used,2755,White,7
20990,Mazda,3,Maxx,BM MY15,2016,65760,Hatchback,Manual,Unleaded Petrol,Used,1998,Red,5
59990,Audi,Q3,35 Tfsi S Tronic Launch Edit.,F3 MY20,2019,40437,Wagon,Automatic,Premium Unleaded Petrol,Used,1395,Black,5
5999,Mazda,3,NEO,BK MY06 Upgrade,2006,205665,Hatchback,Manual,Unleaded Petrol,Used,1998,Blue,5
8999,Toyota,Aurion,Sportivo SX6,GSV40R,2007,181120,Sedan,Automatic,Unleaded Petrol,Used,3456,White,5
34990,Holden,Colorado,LS (4X4),RG MY19,2018,161836,Space Cab Chassis,Automatic,Diesel,Used,2776,White,2
26490,Nissan,Pathfinder,TI (4X2),R52,2013,89928,Wagon,Automatic,Premium Unleaded Petrol,Used,3498,White,7
26990,Nissan,Qashqai,ST (4X2),J11,2017,26099,Wagon,Automatic,Unleaded Petrol,Used,1997,Blue,5
31190,Ford,Ranger,XL 2.2 (4X4),PX,2015,102116,Crew Cab Utility,Manual,Diesel,Used,2198,White,5
56000,Jeep,Wrangler Unlimited,Sport (4X4),JK MY18,2018,62000,Softtop,Manual,Unleaded Petrol,Used,3604,Black,5
50450,Mazda,CX-8,Touring SP (fwd),CX8D,2022,2001,Wagon,Automatic,Unleaded Petrol,Demo,2488,Blue,7
26990,Volkswagen,Golf,110 TSI,AU MY18,2018,41704,Hatchback,Automatic,Premium Unleaded Petrol,Used,1395,White,5
8000,Holden,Commodore,Equipe,VE II MY12,2012,181266,Sedan,Automatic,Unleaded Petrol,Used,2997,Red,5
38888,Audi,A6,1.8 Tfsi,4GL MY15,2015,68108,Sedan,Automatic,Premium Unleaded Petrol,Used,1798,White,5
5000,Toyota,Corolla,Ascent,ZZE122R,2003,141845,Sedan,Manual,Unleaded Petrol,Used,1794,Blue,5
38990,Hyundai,Iload,Crew 6S Liftback,TQ Series II (TQ3) MY1,2017,59072,Crew Van,Automatic,Diesel,Used,2497,White,6
37990,Honda,CR-V,VTI-LX (awd),MY18,2017,41024,Wagon,Automatic,Unleaded Petrol,Used,1498,Silver,5
43990,Mitsubishi,Outlander,ES 5 Seat (awd),ZM MY22.5,2022,2622,Wagon,Automatic,Unleaded Petrol,Used,2488,Silver,5
16990,BMW,X1,Xdrive 20D,E84,2010,134889,Wagon,Automatic,Diesel,Used,1995,Red,5
36990,Kia,Sportage,SI Premium (awd),QL MY18,2018,37965,Wagon,Automatic,Diesel,Used,1995,Red,5
19000,Ford,Ranger,XLT (4X4),PK,2011,192400,Dual Cab Pick-up,Manual,Diesel,Used,2953,Grey,5
37888,Mitsubishi,Triton,GLX Plus (4X4),MR MY19,2018,124012,Double Cab Pick Up,Automatic,Diesel,Used,2440,Grey,5
36988,Audi,A3,2.0 Tfsi,8V MY17,2016,41306,Sedan,Automatic,Premium Unleaded Petrol,Used,1984,White,5
24888,Kia,Cerato,S,BD MY21,2020,30015,Hatchback,Automatic,Unleaded Petrol,Used,1999,White,5
61990,Hyundai,Santa FE,Highlander Crdi (awd),Tm.v3 MY21,2020,22743,Wagon,Automatic,Diesel,Used,2151,Blue,7
15500,Volkswagen,Tiguan,132 TSI Pacific,5NC MY13,2013,154000,Wagon,Automatic,Premium Unleaded Petrol,Used,1984,White,5
34990,Kia,Seltos,Sport+ (fwd),MY20,2019,23090,Wagon,Automatic,Unleaded Petrol,Used,1999,Grey,5
38750,Mazda,CX-5,Maxx Sport (4X2),MY19 (KF Series 2),2019,25580,Wagon,Automatic,Unleaded Petrol,Used,1997,Red,5
26211,Volkswagen,Golf,R,1K MY13,2012,134924,Hatchback,Automatic,Premium Unleaded Petrol,Used,1984,White,5
32864,Nissan,X-Trail,ST-L (2WD),T32 Series 2,2018,42848,Wagon,Automatic,Unleaded Petrol,Used,2488,Blue,5
35118,Holden,Acadia,LT (awd),AC MY19,2019,44344,Wagon,Automatic,Unleaded Petrol,Used,3649,White,7
17600,Toyota,Hilux,SR5 (4X4),GUN126R,2016,248000,Dual Cab Utility,Automatic,Diesel,Used,2753,White,5
15000,Nissan,Navara,ST (4X2),D40 MY12,2013,165000,Dual Cab Pick-up,Automatic,Diesel,Used,2488,Red,5
25999,Honda,HR-V,VTI-S,MY17,2018,60000,Wagon,Automatic,Unleaded Petrol,Used,1799,Waite,5
58500,Ford,Ranger,Wildtrak 2.0 (4X4),PX Mkiii MY19,2019,58580,Double Cab Pick Up,Automatic,Diesel,Used,1996,White,5
40000,Toyota,Landcruiser Prado,GX (4X4),GDJ150R MY16,2016,148000,Wagon,Automatic,Diesel,Used,2753,White,5
